text,trans
白いとこ……踏みながら……\n帰りましょう……,하얀 곳……밟으면서……\n돌아가요……
相手の人、スゴかったです……\nあたしも、もっともっと努力しないとですね！,"상대편, 굉장했어요……\n저도 좀 더 노력해야겠어요!"
絵の具は様々な色が混ざると濁ってしまうのに\n世界は混ざりあうことでより美しくなるから不思議だね\n……私とアナタで、この世界をどのように彩れるのかな？,"그림물감은 여러 가지 색이 섞이면 탁해져 버리는데\n세계는 서로 섞이는 것으로 보다 더 아름다워지니까 신기하네\n……나와 당신으로, 이 세계를 어떻게 물들일 수 있을까나?"
貴方さまを……お待ちして……\n額づいているのです……\n夕顔は……,당신을…… 기다리며……\n절하고 있습니다……\n박꽃은……
わーいっ！　また正義のアイドルに一歩前進ですっ！,와아~! 또 정의의 아이돌에 한걸음 가까워졌어요!
……あ……\n……そっか、ふゆ……負けちゃったんだ……,"……아……\n……그렇구나, 후유……져버린 거구나……"
……もっと、やれることがあるはずですよね,"……좀 더, 할 수 있는 일이 있을 거예요"
……負けちゃった……？　そんな……,……져 버렸다고……? 그럴 수가……
──……！　よーし、だったら……！\nまだまだ楽しんでもらっちゃいますよ……！,"……! 좋아, 그렇다면……!\n좀 더 즐겨보도록 할까요……!"
──ありゃ、気付かれちゃった\nお仕事中のＰたんの写真、\nゲット～って思ったのになぁ,"아이코, 들켜버렸네\n일하는 중인 P땅 사진,\n겟~했다고 생각했는데 말야"
あ……あのっ、いつもご迷惑をおかけしちゃって\nすみません……っ\nこ、これからもよろしくお願いしますっ,"저……저기, 언제나 폐를 끼쳐버려서\n죄송해요……\n아, 앞으로도 잘 부탁드려요"
うひゃあっ,우햐앗
えへへっ！　やりました！\n本番は、もっともっとスッゴくなっちゃいます！,"에헤헷! 해냈어요!\n실전은, 더 더 굉장할 거예요!"
ここまでファンのみんなの\n声が聞こえるっすよ！,여기까지 팬 모두의\n목소리가 들려요!
さぁ、\n盛り上げてくるっすよ～！,"자,\n분위기를 띄우고 오겠슴다~!"
たくさんのキラキラ、\n集めるっす！,많은 반짝반짝을\n모으는 검다!
たくさんの時間、\nたくさんの思い出が\nとっても大切です……！,"많은 시간, \n많은 추억이\n매우 소중해요……!"
にへへ……ステージ、楽しかった……\nみんなも……おんなじだったら、いいな……,"니헤헤…… 스테이지, 즐거웠어……\n다들……같은 느낌이었으면 좋겠다……"
にへへ……\nでも、まだ中ボス……ラスボスが、待ってる……,"니헤헤……\n하지만, 아직 중간보스……라스트 보스가, 기다리고 있어……"
ねえ、ごはん食べ行くわよ！\n前に見つけたお店の、期間限定激辛……──何、その顔\nあんたなら、変な気遣い要らないでしょ？,"저기, 밥 먹으러 가자!\n전에 찾아낸 가게의, 기간 한정 극 매운……──뭐야, 그 얼굴\n너라면, 이상하게 신경 써줄 필요 없잖아?"
ふふー……\nまみみたちが揃えば、最強ですからねー,"후후ー……\n마미미네가 모이면, 최강이니까요―"
ふふー、上々ですねー\nちょっとだけ楽しみになってきたかもー,"후후ー, 훌륭하네요―\n조금 기대되기 시작한 걸지도―"
ほわぁ……っ\nファンのみなさんから、たくさんの勇気を貰えたおかげです,"호와아……\n팬분들로부터, 많은 용기를 얻은 덕분이에요"
めんどーじゃなければいいよー,귀찮은 것만 아니라면 좋아ー
やったわ、プロデューサー！　決勝進出よ！,"해냈어, 프로듀서! 결승 진출이야!"
やっ！,얏!
よっしゃ……\nあ、え、えっと……えへへ、すっごく嬉しいです♡,"좋았어……\n아, 그, 그게……에헤헤, 정말 기뻐요♡"
よっしゃ！\n今回は作戦成功！　ってカンジ～？,좋았어!\n이번엔 작전 성공! 이라는 느낌~?
アイドルになってから、簡単にいかないこと\nばっかりで──ケド、諦めるなんて、ダサいから\n…………本当、大変ですよね,"아이돌이 되고 나서부터, 쉽사리 되지 않는 것뿐이고──\n그래도, 포기하는 건 볼썽사나우니깐\n…………정말, 큰일이네요"
アイドルのこと……\n結局、わからないまま……,"아이돌을……\n결국, 모르는 채로……"
アンティーカのみんなとか、プロデューサーとか……\nこんなふうに、特定の誰かとずーっと一緒にいるのって\n今まであんまりなかった気がしますー,"안티카 애들이나, 프로듀서나……\n이런 식으로, 특정한 누군가와 쭉 함께 있었던 적\n지금까지 별로 없었던 것 같아요―"
チョコアイドルは一日にして成らず──\nプロデューサーさんっ！　これからも二人三脚で、\n一緒に頑張っていただけたら嬉しいです！,"쵸코아이돌은 하루 아침에 만들어지지 않는다──\n프로듀서님! 앞으로도 2인 3각으로,\n함께 열심히 해 주시면 감사하겠습니다!"
ファンのみなさんに力をもらって、\nスッゴくいいステージができました！,"팬 여러분께 힘을 받아,\n엄청 좋은 스테이지가 되었어요!"
プロデューサー、最近よーく三峰に声かけてくれるよねぇ\n……三峰のこと、そんなに知りたい？\nそっかそっかー。じゃあ、まだまだ頑張って構ってね！,"프로듀서, 최근 미츠미네에게 말을 잘 걸어주네\n……미츠미네를 그렇게 알고 싶어\n그렇구나ー. 그럼, 더더욱 분발하도록 해!"
プロデューサーさま……みなさまに……\n喜んでもらえるのでしたら……何よりです……,프로듀서님……모든 분들이……\n기뻐하실 수 있다면……무엇보다 다행입니다……
プロデューサーさん、お疲れさま！\n甘奈のアイドルとしての日々は始まったばかりだけど\nこれからもよろしくねっ！,"프로듀서님, 수고하셨습니다!\n아마나의 아이돌로서의 나날은 이제 막 시작되었지만\n앞으로도 잘 부탁해!"
プロデューサーさん、これからもわたしと一緒に\n楽しいことを探してほしいっす！,"프로듀서님, 앞으로도 저랑 함께\n즐거운 일 찾아주셨음 함다!"
プロデューサー！\n今日、うまか～とうれしか～\n何個あったと～？,"프로듀서! 오늘, 맛있어부러~ 랑 기뻐부러~ \n몇 개 있었당가~?"
マジか……！？\n……っ、アタシ、最高の気分だよ……！,"진짜로……!?\n……나, 기분 최고야……!"
ヤバッ！,이런!
優勝……？　本当に……？,우승……? 정말로……?
凛世の胸は、苦しいほどに、高鳴るのです……,"린제의 가슴은, 괴로울 정도로 두근두근거리는 것입니다……"
凛世は……もっと……\n世界を広げなければなりません……,린제는…… 좀 더……\n세계를 넓히지 않으면 안 됩니다……
勢いに乗って\n飛んでいきましょうっ\n両手の星と……最後までっ,기세를 타고\n날아 갑시다\n양손의 별과……마지막까지
当たり前だけど、なんでもホイホイ\n写真撮ってるわけじゃないからね？,"당연하지만, 뭐든지 쉽게쉽게\n사진 찍는 건 아니니까?"
後少しだったのに……！　届かなかった……！,앞으로 조금이었는데……! 닿지 않았어……!
悪くないわ、プロデューサー\nでも……トップになるためにはまだまだよ！\n一秒だって無駄にはできないわ！,"나쁘지 않아, 프로듀서\n하지만……톱이 되기 위해서는 아직 멀었어!\n1초도 낭비할 수 없어!"
我は……\n自由のための……導火線なり……！,나는……\n자유를 위한……도화선이 되겠어……!
最近、自分の小さなことが気になっちゃうんです\nたとえば、前髪に変なクセがついてないかなぁとか\n……これって、アイドルになったからなんでしょうか？,"최근, 자신의 사소한 것들이 마음에 걸려요\n예를 들어, 앞머리가 이상하게 뻗쳐있진 않은가 하는 것들\n…….이건, 아이돌이 되었기 때문일까요?"
棒のアイスと～あんまんやろ～？\nはんぶんこが、うれしかよ,막대 아이스크림과~찐빵이제~? \n반반이 기뻐야
楽しそうなことの基準っすか？\nそんなこと考えたこともなかったっす！\n見た瞬間にわかっちゃうっすよ！,즐거워 보이는 것의 기준 말임까?\n그런 건 생각해 본 적도 없슴다!\n보는 순간 알게 됨다!
