text,trans
……約束、守ってくれてありがとね\r\nまた次もよろしくですよー,"……약속, 지켜줘서 고마워\r\n또 다음에도 부탁할게요ー"
ひどいよプロデューサーっ……！\r\n私との約束、忘れちゃうなんてっ……！,"심하다구 프로듀서……! \r\n나와의 약속, 잊어 버리다니……!"
……なーんちゃってぇ、ビックリした？\r\nＰ氏も人間だもんね、またスケジュール調整お願いします！,"……막 이래, 깜짝 놀랐어? \r\nP씨도 사람인 걸, 또 스케줄 조정 부탁드립니다!"
いやー、最近の三峰、すごい頑張ってるなー\r\nそんなことをみんなが言ってくれてる気がするなー,"이야ー, 최근의 미츠미네, 굉장한 노력하고 있구나ー\r\n그런 걸 모두가 말해 주고 있는 생각이 드네ー"
働き者な三峰にお休みをください……\r\nできたら今週がいいなぁ、なーんて……,"일꾼인 미츠미네에게 휴가를 주십시오……\r\n가능하면 이번 주가 좋겠는데, 랄까……"
いやー、いいお休みだったよー！\r\nゆっくりしっかり堪能させていただきましたっ,"이야ー, 좋은 휴가였다구ー! \r\n느긋이 확실하게 만끽했습니다"
こっからは、心機一転リフレッシュした三峰で頑張るね\r\n改めてよろしくー！,"앞으로는, 심기일전 리프레시한 미츠미네로 열심히 할게\r\n재차 잘 부탁해ー!"
三峰をこんなに働かせるなんて\r\nプロデューサーも悪いお人だなぁ……,미츠미네를 이렇게 일하게 하다니 \r\n프로듀서도 나쁜 사람이구나아……
……あんまり約束スルーされちゃうと、\r\nさすがの三峰もご機嫌ナナメにはなりますからね,"……그렇게 약속을 씹어버리면, \r\n아무리 미츠미네라도 기분 저기압이 되니까 말야"
ということで、プロデューサー？\r\n一週間後にボーカルレッスンを入れて欲しいなー？,"그런 고로, 프로듀서? \r\n일주일 후에 보컬 레슨을 넣어 줬으면 좋겠는걸?"
一週間後にダンスレッスン入れてもらえたらなーなんて……\r\n……どうかな？,일주일 후에 댄스 레슨 넣어 주면 좋을텐데ー뭐래니……\r\n……어떠려나?
そんなわけなので、プロデューサーにお願いです！\r\n……一週間後にビジュアルレッスンを入れてほしいなっ,"그런 연유이므로, 프로듀서에게 부탁입니다! \r\n…… 일주일 후에 비주얼 레슨을 넣어줬으면 하는데"
働き者な三峰にお休みをください……\r\nできたら一週間後がいいなぁ、なーんて……,"부지런한 미츠미네에게 휴가를 주세요……\r\n가능하면 일주일 후가 좋은데에, 막 이래……"
ということで、プロデューサー？\r\n二週間後にボーカルレッスンを入れて欲しいなー？,"그런 고로, 프로듀서? \r\n2주일 후에 보컬 레슨을 넣어줬으면 하는데ー?"
二週間後にダンスレッスン入れてもらえたらなーなんて……\r\n……どうかな？,이주일 후에 댄스 레슨 넣어 준다면 좋을텐데ー뭐래니……\r\n……어떠려나?
そんなわけなので、プロデューサーにお願いです！\r\n……二週間後にビジュアルレッスンを入れてほしいなっ,"그런 연유이므로, 프로듀서에게 부탁입니다!\r\n……2주일 후에 비주얼 레슨을 넣어줬으면 하는데"
働き者な三峰にお休みをください……\r\nできたら二週間後がいいなぁ、なーんて……,"부지런한 미츠미네에게 휴가를 주세요……\r\n가능하면 이주일 후가 좋은데에, 막 이래……"
え、と……わたし、もっと大きな声を出さないと\r\nいけないですよね……,"저, 그…… 저, 좀 더 큰 소리를 내지 않으면\r\n안 되는 거겠죠……"
ボ、ボーカルレッスンを……\r\n今週……希望……したいです……！,"보, 보컬 레슨을……\r\n이번 주에…… 희망…… 하고 싶어요……!"
プロデューサーさん……\r\nお、お手数をおかけします……！,"프로듀서님……\r\n버, 번거롭게 해드려서 죄송해요……!"
そ、そうですよね……\r\nお騒がせして……ごめんなさい！,"그, 그렇네요……\r\n시끄럽게 해서…… 죄송해요!"
あー！　あー！,아ー! 아ー!
ふふ、お腹から……\r\n声が出せるように……なりました……！,"후후, 배에서……\r\n소리를 낼 수 있게……됐어요……!"
あの……ボーカルレッスンは……,저기…… 보컬 레슨은……
いえ、なんでもないです……！\r\nレッスン室のお掃除……しておきますね！,"아뇨, 아무것도 아니에요……!\r\n레슨실의 청소…… 해둘게요!"
せっかく時間を取ってくださったのに……すみません,모처럼 시간을 내주셨는데…… 죄송해요
こ、今度はもっと頑張ります……,"다, 다음엔 더 열심히 할게요……"
ダンス……\r\n知ってるステップが少ないって……言われました……,댄스……\r\n알고 있는 스텝이 적다고…… 들었어요……
今週、レッスンの予約を……\r\n入れられるでしょうか……？,"이번 주, 레슨의 예약을……\r\n넣어 주실 수 있으신가요……?"
スロー、スロー、クイック、クイック……,"슬로우, 슬로우, 퀵, 퀵……"
ジルバ……っていうダンスだそうです\r\n……一緒に……やってみますか……？,지르박…… 이라고 하는 댄스라는 모양이에요\r\n……같이…… 해보실래요……?
……ダンスレッスン……できませんでした……,……댄스 레슨…… 하질 못했어요……
び、病院の裏庭とかで……\r\n自主練しますから、大丈夫……です……！,"벼, 병원의 뒤뜰같은 곳에서……\r\n자율 연습을 하니까, 괜찮……아요……!"
いつも絆創膏を貼っているので……\r\nお化粧はあまりうまくできないんです……,언제나 반창고를 붙이고 있어서……\r\n화장은 그다지 잘하질 못해요……
ビジュアルレッスンっていうのを……受けたいのですが\r\n今週……いいでしょうか……？,비주얼 레슨이라고 하는 걸…… 받아보고 싶은데\r\n이번 주…… 괜찮을까요……?
ふふ……お化粧の仕方が少しわかったような気がします,후후…… 화장의 방법을 조금 알 것 같은 기분이 들어요
ビジュアルレッスンは……な、なかったですね……,비주얼 레슨은…… 없었던 거네요……
いえ、わ、わたしなんて……\r\nお化粧してもあんまり変わらないですから……！,"아뇨, 저, 저 같은 건……\r\n화장을 해도 그다지 변하지 않을 테니까요……!"
わわっ、ご、ごめんなさい……！\r\nちょっと足元がふらつきました……,"와왓, 죄 , 죄송해요……!\r\n잠깐 다리가 휘청거렸어요……"
ご迷惑になるので、今週、お休みをください\r\n……あっ、休むのもご迷惑ですよね……！,"민폐가 되니까, 이번 주, 휴일을 주세요\r\n……앗, 쉬는 것도 민폐가 되는 거네요……!"
お休みを頂けて、\r\n元気に……なりました……！,"휴가를 주셔서, \r\n건강하게…… 됐어요……!"
お水をもらった……お花みたいに……！,물을 받은…… 꽃처럼……!
わたし、元気なので……\r\nお、お休みは、大丈夫です……！,"저, 건강하니까…… \r\n휴, 휴식은, 괜찮아요……!"
つ、次のお休みまで……頑張ります……！,"다, 다음 휴일까지…… 열심히 할게요……!"
ボ、ボーカルレッスンを……\r\n一週間後……希望……したいです……！,"보, 보컬 레슨을……\r\n일주일 후에…… 희망……하고 싶어요……!"
一週間後、レッスンの予約を……\r\n入れられるでしょうか……？,"일주일 후, 레슨의 예약을……\r\n넣어 주실 수 있을까요……?"
ビジュアルレッスンっていうのを……受けたいのですが\r\n一週間後……いいでしょうか……？,비주얼 레슨이라고 하는 걸…… 받고 싶은데\r\n일주일 후에…… 괜찮을까요……?
ご迷惑になるので、一週間後、お休みをください\r\n……あっ、休むのもご迷惑ですよね……！,"민폐가 되니까, 일주일 후, 휴식을 주세요\r\n……앗, 쉬는 것도 민폐가 되는 거네요……!"
ボ、ボーカルレッスンを……\r\n二週間後……希望……したいです……！,"보, 보컬 레슨을……\r\n2주일 후에…… 희망…… 하고 싶어요……!"
二週間後、レッスンの予約を……\r\n入れられるでしょうか……？,"이주일 후, 레슨의 예약을……\r\n넣어주실 수 있을까요……?"
ビジュアルレッスンっていうのを……受けたいのですが\r\n二週間後……いいでしょうか……？,비주얼 레슨이라고 하는 걸…… 받고 싶은데요\r\n이주일 후……괜찮을까요……?
ご迷惑になるので、二週間後、お休みをください\r\n……あっ、休むのもご迷惑ですよね……！,"폐를 끼치게 되므로, 2주일 후, 휴식을 주세요\r\n……앗, 쉬는 것도 폐를 끼치게 되네요……!"
あたし、みんなを元気にする歌を\r\n歌えるようになりたいです！,"저, 모두를 기운나게 하는 노래를\r\n부를 수 있도록 되고 싶어요!"
プロデューサーさん、\r\n今週にボーカルレッスンをさせてください！,"프로듀서님, \r\n이번 주에 보컬 레슨을 시켜주세요!"
ありがとうございます！\r\nえへへ！　プロデューサーさんは優しいです！,고맙습니다! \r\n에헤헤! 프로듀서님은 상냥해요!
あう、ダメですか……\r\nわかりました、また今度にしますね,"아우, 안 되나요……\r\n알겠어요, 또 다음에 할게요"
えへへ、うまく歌えました！,"에헤헤, 능숙하게 노래했어요!"
プロデューサーさんのおかげでさらにパワーアップです\r\nありがとうございます！,프로듀서님 덕분에 한층 더 파워업이에요\r\n고맙습니다!
ボーカルレッスン、できませんでした……\r\nあっ、でもでも他のこともスゴい勉強になりますから,"보컬 레슨, 할 수 없었어요……\r\n앗, 그치만그치만 다른 것도 엄청 공부가 됐어요"
ボーカルレッスンはまた今度でも大丈夫ですっ\r\nプロデューサーさん、次は、お願いします！,"보컬 레슨은 또 다음번이라도 괜찮아요\r\n프로듀서님, 다음은, 부탁드릴게요!"
約束を守ってくれたのに……\r\nごめんなさい、プロデューサーさん！,"약속 지켜주셨는데……\r\n죄송해요, 프로듀서님!"
